Segmento,SemanaDoMes,QtdDiasSemCompras,CamprasMedia,CamprasMediaMesAtual,UltimaCompraCancelada,Positivada
14,1,7,12.5,3,0,0
5,2,14,23.5,6,0,0
8,2,9,0.0,3,0,0
14,5,35,8.0,0,0,1
10,1,10,8.0,19,0,0
8,2,14,10.5,3,0,1
14,1,21,11.5,5,0,0
10,2,7,11.5,8,0,0
10,4,7,0.0,9,0,1
21,2,22,8.0,3,0,0
19,1,21,8.0,12,0,0
14,1,26,0.0,9,0,1
19,1,7,10.0,4,0,0
8,4,35,0.0,5,0,0
19,4,7,0.0,24,0,0
14,4,42,8.0,4,0,0
8,2,7,11.0,12,0,0
19,3,21,0.0,6,0,1
5,3,6,0.0,7,0,0
8,1,63,8.0,5,1,1
21,3,7,0.0,17,0,0
14,4,20,0.0,12,0,0
19,3,19,8.0,0,0,0
14,3,21,8.0,6,1,0
8,3,21,8.0,8,0,0
10,1,35,8.0,8,0,0
14,5,6,0.0,3,0,0
17,3,22,0.0,6,0,0
5,2,7,11.5,4,0,0
10,3,12,8.0,4,0,0
10,2,8,0.0,4,0,0
17,4,40,8.0,4,0,0
19,1,49,8.0,4,1,0
8,1,7,0.0,7,0,0
14,1,21,9.5,5,0,0
19,2,7,18.5,13,0,0
14,1,17,8.0,9,0,0
8,2,15,8.0,10,0,0
8,1,10,11.5,4,0,0
17,3,12,0.0,6,0,0
15,3,7,0.0,13,0,0
14,4,3,0.0,13,0,0
14,3,3,0.0,7,0,0
10,4,6,8.0,3,0,0
14,1,35,8.0,6,1,1
5,1,21,0.0,13,0,0
21,2,14,9.5,2,0,0
21,1,3,0.0,0,0,0
21,4,20,8.0,4,1,0
17,4,1,8.0,12,0,0
8,3,17,0.0,6,0,0
5,2,20,8.0,6,1,0
14,1,14,12.5,9,0,0
14,1,28,12.0,5,0,0
21,4,23,0.0,5,0,0
19,2,11,0.0,0,0,1
21,1,12,8.0,10,0,0
14,1,14,8.0,5,0,0
14,1,7,0.0,10,0,0
8,2,36,0.0,5,1,0
14,1,7,10.5,8,0,0
17,1,49,8.0,4,1,0
5,2,5,8.0,5,0,0
17,2,11,8.0,2,0,0
15,3,19,0.0,3,1,0
8,2,20,8.5,3,0,0
14,2,41,8.0,6,1,0
17,1,8,13.0,9,1,0
8,5,42,0.0,7,0,0
15,1,2,8.5,6,0,0
10,4,24,0.0,8,1,0
15,1,1,0.0,5,0,0
15,1,24,12.0,9,0,0
10,4,6,8.0,4,0,0
17,2,14,8.5,15,0,0
14,2,2,0.0,14,0,0
8,1,7,8.0,8,0,0
17,2,7,12.0,10,0,0
17,2,6,0.0,4,0,0
14,2,47,8.0,0,0,0
19,2,42,8.0,10,1,0
5,1,13,10.0,2,0,0
10,2,14,0.0,8,0,0
14,2,63,8.0,7,1,0
10,2,9,8.0,12,0,0
14,4,21,8.0,10,0,1
21,2,7,0.0,3,0,0
21,1,49,8.0,0,0,0
5,1,21,11.5,7,0,0
17,1,7,0.0,3,0,0
15,4,9,8.0,5,0,0
17,3,36,0.0,5,0,1
21,2,7,11.5,10,0,0
17,1,7,8.0,18,0,0
2,1,11,13.0,24,0,1
14,2,1,8.0,6,0,0
5,2,33,8.0,5,0,0
5,4,25,0.0,3,1,0
14,1,4,0.0,0,0,1
8,2,30,0.0,7,1,1
5,1,32,0.0,14,1,0
19,2,10,0.0,0,0,0
10,2,14,0.0,11,0,1
5,4,28,8.0,3,0,1
14,2,20,8.0,6,0,0
8,3,13,8.0,12,0,0
10,1,18,13.5,7,0,0
21,1,6,12.0,8,0,0
10,2,13,11.5,4,0,1
14,1,16,8.5,4,0,0
5,2,27,11.0,6,0,1
10,1,34,8.0,12,0,0
10,2,5,0.0,8,0,0
14,2,4,0.0,8,0,0
21,1,1,0.0,0,0,1
10,1,21,8.0,7,0,1
17,5,15,8.0,3,0,1
10,4,7,8.0,7,0,0
8,5,20,0.0,6,0,0
8,2,6,0.0,3,0,0
21,3,35,0.0,5,0,0
21,2,65,8.0,0,0,0
17,1,15,0.0,11,1,0
14,2,7,0.0,19,0,0
15,2,9,8.0,4,0,0
5,2,14,0.0,13,0,0
14,3,21,0.0,8,0,1
21,3,7,0.0,7,0,0
10,3,9,8.0,3,0,1
14,1,8,11.0,6,0,0
10,1,7,0.0,4,0,0
14,1,7,11.5,7,0,1
19,3,38,8.0,9,0,0
15,1,10,11.5,6,0,0
14,4,20,0.0,6,0,0
15,2,22,8.0,6,0,0
5,5,29,0.0,7,1,0
10,5,48,0.0,14,0,0
15,1,21,8.0,14,0,1
14,4,30,8.0,5,1,1
8,4,49,8.0,10,0,0
14,3,21,0.0,6,0,1
10,4,21,0.0,7,0,1
14,3,17,8.0,8,0,0
17,2,21,13.5,8,0,0
8,1,35,8.0,5,0,1
8,1,7,13.5,10,0,0
10,2,21,10.5,36,0,0
10,4,28,8.0,7,0,1
17,4,21,0.0,4,1,0
10,1,14,12.0,7,0,0
8,5,21,8.0,13,0,1
8,2,30,8.0,5,0,0
10,2,38,8.0,3,0,0
10,5,20,0.0,10,0,0
14,1,70,10.5,0,0,0
8,4,35,0.0,9,0,0
21,4,35,8.0,5,0,1
14,1,31,10.0,2,1,0
17,3,7,0.0,18,0,0
19,5,30,0.0,0,0,0
21,2,16,8.0,6,0,0
10,2,42,8.0,18,1,1
15,1,7,0.0,22,0,0
14,2,3,0.0,13,0,0
10,2,22,8.0,4,0,0
10,4,31,8.0,8,0,1
15,1,23,8.0,4,0,1
5,3,9,8.0,4,0,0
5,4,21,0.0,14,0,0
14,2,23,8.0,3,0,1
21,3,16,8.0,7,0,0
8,3,18,0.0,0,0,0
14,1,42,12.5,0,0,0
5,1,11,13.0,8,0,0
14,5,30,0.0,17,1,0
5,4,3,0.0,25,0,0
15,4,2,0.0,15,0,0
14,2,12,9.5,4,1,1
21,3,47,8.0,6,1,0
5,4,25,0.0,10,1,0
21,1,5,10.0,5,0,0
19,1,21,0.0,23,1,0
14,1,6,0.0,7,0,0
17,2,15,0.0,10,0,1
10,1,38,10.5,4,1,0
21,4,21,8.0,6,0,1
14,2,21,11.0,3,0,0
14,4,26,0.0,7,1,0
17,4,14,0.0,9,0,0
14,2,59,8.0,0,0,0
17,3,21,0.0,6,1,1
17,3,41,0.0,3,0,0
8,5,7,8.0,13,0,1
8,1,1,0.0,8,0,0
17,1,21,8.0,10,0,1
8,1,21,8.0,15,0,0
14,5,6,0.0,7,0,0
15,4,20,0.0,16,0,0
14,4,16,0.0,11,1,1
21,1,4,0.0,0,0,1
10,4,21,0.0,8,0,1
17,1,21,8.0,56,0,0
8,4,21,8.0,6,1,0
17,4,5,8.0,4,0,1
8,2,45,8.0,0,0,0
21,2,7,12.5,8,0,0
10,4,19,8.0,12,1,1
15,5,28,0.0,2,0,0
14,3,6,0.0,11,0,1
19,1,7,12.5,3,0,0
8,3,3,8.0,6,0,0
21,2,15,8.0,18,0,0
14,1,7,13.5,16,0,0
21,1,21,10.5,8,0,0
8,5,48,0.0,3,0,0
21,2,14,0.0,0,0,0
14,3,21,0.0,10,0,0
10,2,7,0.0,20,0,1
15,5,36,0.0,11,0,0
8,1,19,0.0,5,0,0
8,5,34,0.0,2,0,0
19,3,40,0.0,18,0,0
19,1,7,12.0,4,0,0
8,1,19,8.0,6,0,0
14,4,34,0.0,8,1,0
19,5,20,0.0,10,0,0
5,2,7,11.0,5,0,1
14,2,23,8.0,5,0,0
19,4,28,8.0,12,1,0
17,1,91,11.5,2,1,0
15,1,7,8.5,5,0,1
14,1,2,0.0,0,0,0
19,1,14,0.0,3,0,0
14,2,7,8.0,4,0,0
21,1,21,8.0,3,1,1
14,3,8,0.0,6,0,0
8,2,7,10.5,9,0,0
8,2,56,8.0,6,1,1
15,3,16,0.0,6,0,0
14,2,7,16.0,13,0,0
8,1,33,8.0,4,1,1
17,1,7,13.0,10,0,0
21,1,29,10.0,4,0,0
10,1,6,8.0,6,0,0
5,1,13,8.0,16,0,0
10,1,20,10.0,6,0,0
14,1,5,8.0,0,0,1
8,3,6,8.0,5,0,1
14,3,18,0.0,2,1,0
15,4,21,0.0,4,0,0
15,2,9,8.0,4,0,0
17,4,23,0.0,13,1,0
5,3,17,0.0,4,1,0
8,1,14,8.0,18,0,1
5,2,7,10.0,3,0,0
8,4,30,8.0,0,0,0
21,3,24,8.0,8,0,1
14,2,7,0.0,5,0,0
14,2,17,8.0,7,0,0
17,4,21,0.0,11,0,0
17,2,23,8.0,8,0,1
14,5,29,0.0,0,0,0
5,1,21,11.5,6,0,0
14,3,7,0.0,12,0,0
10,2,12,0.0,0,0,0
14,5,21,8.0,4,0,1
14,4,7,8.0,7,0,0
10,2,26,8.0,5,1,1
14,1,14,14.0,10,0,0
14,1,12,10.5,3,0,0
14,1,40,8.0,0,0,0
19,4,14,0.0,24,0,0
14,4,4,8.0,4,0,0
17,1,37,10.5,0,0,0
15,4,15,8.0,12,0,0
8,1,7,14.5,17,0,0
10,2,21,0.0,7,0,0
17,4,34,0.0,4,0,0
14,4,2,0.0,6,0,0
17,3,13,0.0,30,0,0
21,1,21,8.0,9,0,1
5,1,35,8.5,5,0,0
14,4,36,0.0,7,0,0
19,3,61,8.0,5,1,0
5,1,21,10.5,6,0,0
8,1,9,0.0,6,0,0
17,3,7,0.0,8,0,0
14,1,24,8.0,6,1,1
15,2,28,15.5,7,0,1
8,4,7,0.0,8,0,0
14,2,12,8.0,8,0,0
15,2,6,0.0,8,0,0
10,2,7,10.5,6,0,0
14,4,6,8.0,4,0,0
14,1,28,8.0,9,0,1
5,4,14,0.0,7,0,1
15,3,35,0.0,5,0,0
2,1,13,20.0,19,0,1
17,2,8,8.0,4,0,0
8,1,9,8.0,0,0,1
19,1,21,8.0,3,0,0
19,2,27,0.0,9,0,0
8,2,5,8.0,8,0,0
10,3,5,0.0,3,0,0
10,3,10,8.0,3,0,0
17,5,13,8.0,5,0,0
8,2,5,8.0,18,0,0
10,3,7,0.0,15,0,1
17,1,42,10.5,0,0,0
15,1,21,0.0,6,0,0
17,5,7,0.0,9,0,0
8,1,75,10.5,0,1,1
5,5,6,0.0,10,0,0
14,1,7,10.0,7,0,1
17,4,34,8.0,8,0,0
5,2,6,8.0,6,0,0
19,2,10,11.5,0,1,0
10,1,7,13.0,6,0,0
8,1,20,8.5,8,0,0
5,2,7,11.0,6,0,0
21,4,5,0.0,8,0,0
21,2,35,11.0,6,1,1
10,1,7,0.0,26,0,0
8,4,2,8.0,8,0,0
8,1,49,8.0,2,1,0
8,4,21,8.0,18,0,0
10,1,16,8.5,4,0,0
5,2,13,8.5,4,0,1
14,3,34,8.0,9,1,0
21,2,11,0.0,6,1,0
14,4,7,0.0,3,1,1
10,4,63,8.0,0,0,0
15,1,7,10.0,3,0,1
15,2,11,8.0,7,0,0
14,4,44,8.0,3,0,0
14,4,21,0.0,16,0,0
14,4,14,0.0,9,0,1
8,1,21,11.5,10,0,0
14,4,21,8.0,12,0,0
8,4,7,0.0,18,0,0
15,3,3,0.0,3,0,1
8,2,6,0.0,7,0,1
8,1,6,8.5,0,1,0
17,1,13,10.0,7,0,0
8,2,7,12.0,13,0,0
14,1,6,8.0,2,1,0
14,1,76,10.5,0,0,0
17,2,5,0.0,6,0,0
14,4,22,8.0,7,0,0
17,2,4,8.0,11,0,0
10,2,70,8.5,0,1,0
10,1,28,8.0,4,0,0
17,1,49,10.5,6,1,0
5,5,6,0.0,5,0,0
19,4,6,8.0,4,0,0
5,3,19,0.0,2,1,0
5,3,17,0.0,0,0,0
10,5,12,0.0,3,0,0
5,1,46,8.0,5,1,0
17,1,37,12.0,6,1,0
14,4,21,0.0,4,0,0
17,2,5,0.0,7,0,0
5,1,20,0.0,4,0,0
21,2,6,0.0,7,0,0
14,1,16,8.0,4,0,1
8,4,21,8.0,8,0,0
21,2,7,14.0,7,0,0
8,2,19,0.0,9,0,0
15,2,10,0.0,3,0,0
17,1,13,13.5,8,0,0
5,3,59,8.0,0,0,0
8,1,14,8.0,13,0,1
19,1,12,8.0,6,0,0
21,1,14,8.0,14,0,0
8,4,7,0.0,6,0,1
15,2,56,8.0,2,1,0
8,1,5,8.5,9,0,0
10,3,21,0.0,12,0,0
8,2,4,12.0,4,0,0
5,2,12,10.0,7,1,0
10,4,41,0.0,6,0,0
5,1,7,12.0,7,0,0
21,5,35,0.0,4,1,0
10,1,15,12.5,11,0,0
10,4,5,8.0,3,0,0
21,2,10,8.0,9,0,0
21,1,7,12.0,7,0,0
21,1,14,8.0,4,0,0
14,4,56,8.0,10,0,1
10,1,7,0.0,16,0,0
14,4,14,8.0,4,1,0
14,4,68,8.0,2,1,1
8,1,14,8.5,2,0,0
5,4,8,0.0,10,0,0
8,1,7,13.5,7,0,0
14,3,41,0.0,15,0,0
19,3,78,8.0,0,0,0
5,1,14,8.0,4,0,0
10,1,7,10.0,2,0,0
17,1,6,0.0,23,0,0
14,3,35,0.0,5,1,1
10,5,7,0.0,4,0,1
14,5,26,8.0,4,1,1
14,4,49,8.0,8,1,0
10,4,6,0.0,10,0,0
5,1,2,12.5,11,0,0
8,2,7,8.0,4,0,1
14,3,51,8.0,3,0,1
5,1,43,8.5,0,0,0
10,2,28,8.0,6,0,1
14,1,12,8.0,6,0,0
14,1,7,13.5,6,0,0
14,1,4,14.0,7,0,0
8,1,4,0.0,0,0,0
14,5,4,0.0,3,0,0
5,4,49,0.0,3,0,0
8,2,33,0.0,10,1,0
21,4,20,0.0,5,0,0
8,2,34,8.5,8,1,0
8,2,5,8.0,12,0,0
15,4,22,0.0,5,0,0
15,4,6,8.0,4,0,0
15,3,7,0.0,4,0,0
17,1,35,8.0,3,0,0
15,4,7,0.0,11,0,0
17,3,7,8.0,3,0,0
19,2,12,8.0,0,1,1
5,4,35,8.0,8,0,0
14,1,17,0.0,8,1,0
21,2,35,8.5,8,0,0
17,3,21,0.0,0,0,0
14,3,30,0.0,5,0,0
17,1,63,10.0,0,0,0
21,1,7,21.5,12,0,0
15,1,20,8.0,8,0,0
14,1,60,10.5,0,0,0
14,1,41,12.0,0,0,0
5,1,9,0.0,11,0,0
14,1,7,14.5,5,0,0
15,1,4,0.0,0,0,1
19,2,7,8.5,6,0,0
19,2,3,8.0,29,0,0
8,1,21,8.0,4,1,0
8,4,31,8.0,16,0,0
14,3,6,0.0,3,0,0
15,3,9,8.0,3,0,0
17,4,11,0.0,4,0,0
21,3,21,8.0,0,1,0
5,4,10,8.0,5,0,0
8,4,9,8.0,4,0,0
8,2,22,8.0,9,0,0
17,3,5,8.0,5,0,0
5,3,6,8.0,2,0,0
14,1,19,12.5,7,0,0
8,3,21,0.0,12,1,1
17,1,9,8.0,8,1,0
14,2,6,0.0,11,0,0
14,3,23,8.0,5,0,0
14,5,13,8.0,8,0,0
19,2,27,0.0,4,0,0
10,2,19,13.0,14,0,0
15,2,18,8.0,3,0,0
8,4,6,0.0,4,0,0
21,4,25,0.0,20,1,1
14,4,21,0.0,5,0,1
5,1,23,8.5,4,0,0
15,3,47,8.0,9,0,0
21,2,19,8.0,3,0,1
5,5,21,0.0,3,0,0
14,3,35,0.0,2,0,0
14,4,21,0.0,15,1,1
10,1,21,8.0,7,0,1
14,2,13,0.0,6,0,0
5,1,6,8.5,5,0,0
19,1,49,14.0,0,0,0
14,1,91,10.5,0,0,0
5,1,57,10.0,4,1,1
5,5,29,0.0,4,1,0
19,4,7,0.0,7,0,1
14,2,4,8.0,7,0,0
19,1,7,8.0,3,0,0
21,4,5,8.0,11,0,1
15,1,6,8.0,4,0,0
17,2,36,8.0,4,0,0
8,1,19,13.0,38,0,0
10,3,7,0.0,16,0,0
15,1,4,0.0,4,1,1
10,3,17,0.0,5,0,1
10,4,21,8.0,12,0,0
14,1,7,8.0,10,0,1
14,4,24,0.0,0,0,1
8,1,1,0.0,0,0,0
17,4,35,0.0,4,0,0
14,4,12,0.0,7,0,0
8,3,21,0.0,6,0,0
17,2,10,12.0,4,1,0
19,5,29,0.0,10,1,1
8,1,1,17.5,5,0,0
5,1,42,10.0,0,0,0
14,4,6,0.0,4,0,1
17,4,26,0.0,0,0,1
8,3,6,8.0,11,0,0
15,2,23,8.0,33,0,0
5,3,19,8.0,5,0,0
8,2,77,13.0,11,1,0
19,2,10,0.0,0,0,0
17,2,10,0.0,5,1,0
5,1,32,8.0,7,0,0
17,2,4,8.0,12,0,0
14,3,35,0.0,7,0,0
17,2,2,0.0,9,0,1
8,1,28,10.5,4,0,0
17,1,13,8.5,5,0,0
5,3,7,0.0,11,0,0
10,5,20,0.0,5,0,0
10,5,13,8.0,2,0,0
8,4,19,0.0,6,0,0
21,1,48,8.5,3,1,1
8,2,49,9.5,0,0,0
5,2,7,0.0,26,0,0
15,3,10,8.0,7,0,0
17,1,7,15.0,9,0,0
15,4,35,0.0,3,0,0
15,1,14,13.0,14,0,0
17,2,28,0.0,11,0,0
5,4,5,0.0,8,0,1
17,1,7,0.0,13,0,0
5,2,35,13.5,8,1,1
14,3,34,8.0,32,1,0
14,4,23,0.0,8,0,1
14,4,75,8.0,0,0,0
15,5,13,8.0,3,0,0
19,2,17,8.0,5,0,1
17,2,8,8.0,3,0,0
14,3,2,0.0,6,0,0
17,5,21,0.0,7,1,0
8,1,7,12.0,13,0,0
5,3,71,8.0,0,0,0
17,1,7,8.0,8,0,0
15,5,1,8.0,9,1,1
17,3,21,0.0,8,0,1
5,1,21,8.0,5,0,0
17,4,8,8.0,9,0,1
5,2,8,0.0,10,1,0
10,1,21,0.0,18,0,0
5,3,54,8.0,0,0,0
15,3,20,0.0,0,0,0
15,1,16,0.0,4,0,0
21,3,20,0.0,4,1,0
19,1,7,0.0,6,0,0
14,4,77,8.0,5,1,0
8,2,7,8.0,9,0,1
5,3,18,0.0,3,1,0
5,1,18,10.5,9,0,0
5,4,49,0.0,5,1,1
15,2,7,11.0,9,0,1
17,4,12,0.0,21,0,0
19,2,30,8.0,7,0,0
10,4,68,8.0,10,1,1
15,1,22,8.0,11,0,0
21,2,60,8.0,0,0,0
17,1,7,8.0,5,0,0
15,3,1,0.0,8,0,0
10,2,21,11.5,5,0,0
17,2,5,8.0,15,0,0
5,1,20,0.0,9,0,0
14,1,38,10.5,0,0,0
14,4,7,8.0,3,0,0
21,3,35,0.0,3,1,0
5,1,21,14.0,8,0,1
14,4,49,0.0,3,0,0
10,4,21,0.0,4,1,0
17,1,7,8.0,7,0,1
14,2,4,8.0,10,0,0
5,3,13,8.0,3,0,0
8,2,14,8.0,0,0,0
10,2,46,8.0,0,0,0
8,2,37,8.0,4,1,0
5,5,49,0.0,10,1,0
8,1,7,12.5,10,0,0
21,4,7,0.0,8,0,1
17,5,17,0.0,12,0,0
5,1,5,0.0,9,1,0
5,1,35,12.0,11,1,0
5,2,8,8.0,8,0,0
5,4,13,0.0,7,0,0
17,1,9,8.0,10,1,1
5,3,6,0.0,6,0,0
21,2,7,11.5,5,0,0
10,2,39,8.0,4,0,0
17,2,6,0.0,4,0,0
15,1,7,11.5,3,0,0
14,2,8,0.0,14,0,0
15,1,20,0.0,6,0,1
17,3,22,8.0,1,1,1
14,2,7,8.5,6,0,0
17,3,61,8.0,6,1,0
15,1,5,8.0,12,1,0
5,1,28,0.0,6,0,0
14,1,21,0.0,5,1,1
14,1,17,10.0,3,0,0
15,4,9,8.0,11,0,0
10,2,6,10.5,5,0,0
14,2,2,0.0,5,0,0
14,3,14,0.0,9,0,1
8,3,62,8.0,3,1,0
17,5,21,0.0,5,0,0
10,1,8,13.0,15,0,0
5,3,34,0.0,5,0,0
17,4,14,0.0,17,0,0
14,2,18,0.0,9,0,1
19,3,12,8.0,5,0,0
19,2,6,8.0,6,0,0
19,5,6,8.0,11,0,0
17,2,35,12.0,7,0,1
5,2,38,0.0,6,1,1
8,4,12,8.0,7,0,0
17,4,75,8.0,4,1,0
10,4,18,8.0,11,1,0
14,1,7,13.0,12,0,0
8,3,13,8.0,8,0,1
17,2,7,11.0,8,0,0
14,1,21,8.0,4,0,0
8,1,13,11.0,5,0,0
14,2,14,9.0,5,0,1
17,1,18,10.5,9,0,1
10,1,34,23.5,4,0,0
10,4,42,8.0,9,0,0
8,4,41,8.0,4,1,0
17,1,20,13.0,5,0,0
5,4,15,0.0,5,0,0
10,2,35,8.0,3,1,1
5,2,10,8.0,6,0,0
5,2,19,8.0,15,0,0
14,4,21,0.0,4,1,1
5,3,44,8.0,5,0,0
21,3,8,8.0,7,0,0
19,5,5,0.0,6,0,0
14,1,20,12.0,11,0,0
14,2,44,8.0,6,0,0
17,1,28,8.5,6,0,0
17,1,6,13.5,9,0,0
17,1,16,10.5,14,0,0
8,3,18,0.0,2,1,0
8,1,7,11.0,6,0,0
10,1,7,14.5,20,0,0
21,3,55,8.0,0,0,0
15,2,6,0.0,7,0,0
5,4,28,0.0,9,0,0
8,2,3,8.0,8,0,0
14,2,10,8.0,9,0,0
15,2,7,13.0,22,0,0
8,1,7,0.0,7,0,1
8,4,42,8.0,4,1,0
14,4,17,8.0,5,0,0
14,3,14,0.0,2,1,0
15,1,9,8.0,7,1,0
5,1,8,8.0,1,1,0
14,1,49,8.0,0,0,1
5,1,14,10.5,5,0,1
21,4,22,0.0,9,1,0
5,4,35,8.0,9,0,0
5,2,83,13.5,7,1,0
19,4,26,8.0,0,1,0
14,2,51,8.0,5,1,0
8,3,9,8.0,6,0,0
15,3,7,0.0,27,0,0
8,2,24,0.0,8,0,0
8,1,32,10.5,5,0,0
8,1,13,0.0,12,0,0
10,2,7,11.0,9,0,0
5,2,11,0.0,4,1,0
14,3,21,0.0,4,0,1
21,4,21,8.0,5,0,0
5,3,28,0.0,13,0,0
10,3,2,8.0,14,0,0
14,1,22,10.5,7,0,0
8,1,6,11.0,0,1,1
14,1,7,0.0,15,0,0
8,1,7,17.5,16,0,0
8,2,63,12.0,0,0,0
17,3,3,0.0,6,0,0
21,5,12,0.0,6,0,0
5,3,6,0.0,21,0,0
10,4,1,8.0,13,0,1
5,5,28,0.0,4,0,0
17,2,12,0.0,0,0,1
5,4,9,8.0,8,0,1
19,1,13,12.5,4,0,0
14,2,9,11.0,4,0,0
14,1,5,0.0,6,1,0
5,3,12,8.0,12,0,0
17,4,21,8.0,7,0,0
21,3,14,0.0,6,0,0
17,5,8,0.0,9,0,0
17,1,14,8.0,6,0,0
8,3,5,0.0,4,0,0
10,4,47,8.0,17,0,0
8,2,6,0.0,13,0,0
15,4,4,8.0,6,0,0
21,1,20,8.0,9,0,0
5,4,25,0.0,2,1,0
19,3,2,8.0,18,0,0
17,2,27,8.0,4,0,0
5,3,25,0.0,10,0,0
8,3,14,0.0,9,0,0
21,4,26,8.0,13,1,1
19,4,7,8.0,5,0,0
10,2,11,0.0,4,0,0
5,1,28,13.5,9,0,0
17,2,19,8.0,6,0,0
21,2,22,8.0,4,0,0
5,2,47,8.0,0,0,0
15,2,34,0.0,5,0,0
21,1,6,8.0,0,1,1
15,2,13,0.0,4,1,0
17,3,37,8.0,5,1,1
14,3,7,8.0,43,0,0
14,4,6,8.0,9,0,1
17,2,21,0.0,9,0,0
15,1,41,8.0,2,1,1
17,5,13,8.0,5,1,0
14,5,12,8.0,3,0,0
10,1,25,0.0,14,0,0
5,3,62,8.0,0,0,0
14,1,49,10.5,0,0,0
5,4,29,8.0,2,1,1
19,4,7,0.0,13,0,0
8,1,21,10.5,5,1,0
15,1,13,0.0,5,0,1
14,2,21,0.0,6,0,0
14,4,21,8.0,3,0,1
5,4,62,8.0,0,0,0
15,4,25,0.0,8,1,1
15,3,17,8.0,6,0,0
17,1,17,0.0,4,0,0
15,2,7,0.0,8,0,1
8,3,4,8.0,14,0,1
10,1,10,8.0,7,0,0
5,5,21,0.0,5,0,0
17,4,28,0.0,12,1,0
14,4,35,0.0,3,1,0
10,1,6,0.0,12,0,0
10,4,28,0.0,4,0,0
5,1,7,10.5,5,0,1
14,1,7,8.5,12,0,1
5,3,21,0.0,3,0,1
15,1,21,12.0,8,0,1
10,2,35,0.0,3,0,0
14,4,13,8.0,6,0,1
15,2,35,0.0,3,1,0
17,2,54,8.0,9,1,0
17,4,19,0.0,8,1,0
19,1,20,0.0,16,0,0
8,1,7,11.5,3,0,0
17,2,22,8.0,10,0,0
10,4,14,0.0,6,0,0
5,2,13,8.0,4,0,1
15,3,19,0.0,0,0,1
14,3,35,8.0,5,0,0
8,2,20,8.0,4,0,0
21,1,19,31.0,12,0,0
14,2,1,12.5,8,0,0
17,2,7,10.5,11,0,0
15,2,39,8.0,5,1,0
5,3,37,8.0,4,0,0
21,2,13,0.0,0,0,0
8,1,21,14.5,9,1,0
8,3,18,0.0,3,1,1
14,2,20,0.0,4,0,0
14,1,16,8.0,3,1,0
8,2,4,0.0,17,0,0
14,3,19,0.0,6,1,0
8,1,21,10.5,17,0,0
21,1,21,0.0,11,0,0
17,4,12,0.0,4,0,0
8,1,32,11.0,8,0,0
5,1,14,9.0,5,0,1
14,3,7,8.0,27,0,0
15,1,13,8.0,5,0,0
21,5,7,0.0,12,0,0
17,1,7,13.0,15,0,0
8,3,33,8.0,7,0,0
8,1,28,8.0,16,0,0
17,1,21,8.0,4,0,1
19,1,7,11.5,3,0,0
14,1,56,10.0,0,0,1
8,2,14,0.0,26,0,0
19,3,10,8.0,9,0,1
17,2,19,0.0,4,0,0
8,4,7,8.0,14,0,0
10,2,19,8.0,15,0,0
21,4,8,8.0,6,0,0
8,2,15,0.0,8,0,0
15,3,19,0.0,2,1,0
14,4,14,0.0,5,0,0
14,1,14,8.0,12,0,1
5,1,14,10.0,5,0,0
19,4,29,8.0,9,1,1
8,1,7,17.5,5,0,0
14,2,19,8.0,6,0,0
15,1,19,11.0,10,0,0
14,2,7,8.5,14,0,0
15,4,13,0.0,4,0,0
8,3,14,0.0,3,0,1
21,2,7,13.5,15,0,1
14,4,12,0.0,13,0,0
14,1,70,11.0,0,0,0
17,2,36,0.0,4,1,1
15,3,37,8.0,6,0,0
19,1,14,0.0,22,0,0
14,4,42,8.0,2,0,1
10,4,23,0.0,10,0,0
14,3,15,8.0,9,0,0
19,2,20,0.0,2,0,0
5,2,34,19.5,11,1,0
14,2,7,13.5,13,0,0
14,5,28,8.0,4,1,0
8,4,7,0.0,16,0,0
17,4,12,8.0,6,0,0
8,2,7,0.0,11,0,0
21,1,6,0.0,8,0,0
15,2,2,8.0,3,0,0
19,2,39,8.0,10,0,0
21,3,17,8.0,7,0,0
14,5,34,0.0,5,0,0
19,4,7,8.0,8,0,0
14,4,35,0.0,8,0,0
14,1,63,8.0,6,1,1
5,3,1,0.0,6,0,0
21,1,14,8.0,19,0,0
5,2,1,8.0,9,0,0
17,1,45,14.5,6,1,0
14,5,20,0.0,5,0,0
19,1,14,10.5,8,0,0
15,3,14,0.0,4,0,0
14,4,1,8.0,10,0,0
14,1,18,11.0,6,1,0
8,5,7,0.0,10,0,0
17,2,13,11.0,4,0,1
15,3,52,8.0,4,0,0
8,4,26,0.0,6,1,1
14,3,48,0.0,4,1,0
17,4,8,8.0,7,0,1
8,3,7,0.0,19,0,0
17,2,20,0.0,9,1,1
21,1,21,11.0,7,0,0
17,3,17,8.0,3,0,0
5,2,7,12.5,6,0,0
21,2,7,0.0,7,0,1
19,4,26,0.0,0,0,1
15,4,14,8.0,6,0,1
19,4,6,8.0,13,0,0
19,3,21,0.0,4,0,1
14,3,33,8.0,7,1,1
5,2,26,0.0,5,1,0
8,3,42,0.0,4,0,0
15,3,21,8.0,0,0,1
15,2,23,8.0,4,0,0
5,1,7,0.0,6,0,1
5,3,3,0.0,2,0,0
5,4,42,0.0,5,0,0
17,1,14,8.0,9,0,0
8,4,9,8.0,31,0,1
10,3,10,8.0,4,0,0
5,5,7,0.0,9,0,0
8,4,28,0.0,11,1,1
5,1,7,10.5,5,0,0
15,2,14,8.0,12,0,1
15,2,10,0.0,8,1,0
