Segmento,SemanaDoMes,QtdDiasSemCompras,CamprasMedia,CamprasMediaMesAtual,UltimaCompraCancelada,Positivada
17,4,29,0.0,12,1,0
8,1,21,10.0,8,0,0
10,4,7,8.0,6,0,0
19,3,14,0.0,2,0,0
5,2,2,0.0,10,0,0
8,4,19,0.0,15,0,0
17,3,7,8.0,7,0,1
17,1,43,12.0,6,1,0
15,1,12,11.5,3,0,0
15,1,35,8.5,0,0,0
10,1,21,11.0,3,0,0
17,4,9,0.0,9,0,0
5,2,18,8.0,12,0,0
19,2,7,10.0,4,0,0
17,3,21,0.0,4,0,0
8,3,25,0.0,10,0,1
17,1,21,8.5,6,0,0
14,4,21,0.0,11,0,0
14,2,21,14.5,8,0,0
21,2,2,0.0,10,0,1
8,4,56,8.0,5,0,0
14,5,6,0.0,9,0,1
17,2,21,0.0,5,0,0
14,1,7,0.0,5,0,1
15,2,14,10.0,4,0,1
14,2,34,0.0,2,0,0
8,1,14,11.0,6,0,1
10,2,7,12.0,7,0,0
15,2,51,8.0,0,0,1
5,4,13,0.0,14,0,0
5,3,2,0.0,5,0,0
21,3,61,8.0,0,0,0
10,2,6,11.0,5,0,0
15,3,21,0.0,3,0,0
21,1,7,12.0,0,1,0
5,3,19,8.0,3,0,0
5,1,7,8.0,7,0,1
15,1,6,0.0,0,0,1
17,3,3,0.0,7,0,0
17,4,5,0.0,3,0,0
21,3,14,0.0,4,0,0
14,2,8,0.0,6,1,0
5,2,5,10.0,10,0,0
10,2,21,0.0,2,0,0
14,3,34,8.0,8,0,0
21,1,1,0.0,0,0,0
10,3,14,8.0,3,0,0
8,1,7,15.5,14,0,0
14,2,7,12.0,5,0,0
17,2,19,0.0,2,0,0
14,4,24,0.0,9,0,0
8,4,2,8.0,11,0,1
5,2,6,0.0,9,0,0
8,1,14,8.0,4,0,0
17,3,14,0.0,10,0,0
14,1,21,10.5,6,0,0
14,2,7,12.5,3,0,0
10,1,21,0.0,8,0,1
8,3,21,0.0,5,1,0
14,1,7,9.5,4,0,0
14,2,23,8.0,17,0,0
14,2,10,0.0,4,1,1
21,3,8,0.0,6,0,0
10,1,7,11.0,15,0,0
19,5,22,0.0,6,0,0
15,3,35,8.0,8,0,0
15,2,9,8.0,9,0,0
5,4,12,8.0,5,0,0
8,2,88,14.0,0,1,0
14,4,10,0.0,6,0,1
5,1,28,10.5,10,1,0
15,2,10,0.0,12,0,1
8,4,6,0.0,16,0,0
5,2,7,12.0,4,0,0
10,1,62,8.5,0,0,0
10,1,8,12.5,7,0,1
14,2,14,8.0,6,1,0
5,3,5,8.0,8,0,0
1,1,8,12.5,7,0,1
14,2,21,10.0,8,0,0
21,2,7,12.5,7,0,0
5,3,35,0.0,3,0,0
5,4,23,8.0,3,1,0
14,1,14,8.0,8,0,0
8,3,26,0.0,3,0,0
14,2,6,0.0,4,0,0
15,2,14,0.0,0,0,1
21,1,13,11.0,6,0,0
15,1,7,8.5,8,0,0
21,2,61,8.0,0,0,1
17,3,5,8.0,15,0,0
21,2,34,0.0,2,0,0
5,3,6,0.0,4,0,0
5,3,20,0.0,0,0,0
15,4,13,0.0,6,0,0
14,1,48,14.0,0,1,1
17,4,14,0.0,6,0,0
8,3,17,8.0,7,0,0
14,1,2,0.0,3,1,0
15,4,21,0.0,5,0,1
17,2,35,0.0,4,0,0
14,5,41,0.0,6,1,0
8,3,24,8.0,3,1,1
8,2,19,8.0,5,0,0
19,2,7,14.5,12,0,0
14,1,27,12.5,4,0,0
14,5,47,8.0,11,1,1
17,1,35,8.0,7,0,1
19,1,14,0.0,4,0,0
14,2,33,0.0,4,0,0
5,1,6,0.0,0,0,0
17,4,49,0.0,4,0,0
5,4,21,0.0,3,0,0
14,5,49,8.0,7,1,0
5,5,40,0.0,4,1,0
14,3,25,8.0,3,0,0
17,2,13,8.0,0,0,0
8,2,35,11.5,9,1,0
17,4,21,0.0,4,0,0
15,1,29,10.5,4,0,0
14,4,35,8.0,16,0,0
10,4,11,0.0,9,0,1
14,1,13,11.0,4,0,1
10,1,21,0.0,45,0,0
14,1,10,9.5,4,0,0
14,4,49,0.0,5,0,0
15,2,33,8.0,6,0,1
1,1,7,14.5,14,0,1
15,4,21,8.0,6,1,1
8,3,40,0.0,6,1,0
14,2,7,12.0,4,0,0
14,4,4,8.0,5,0,0
15,2,14,8.0,9,1,1
14,2,63,10.5,4,1,1
10,1,56,8.0,8,1,0
21,2,22,0.0,6,0,0
8,1,19,11.5,10,0,0
5,1,4,0.0,0,0,1
17,1,90,11.0,0,0,0
17,3,44,8.0,3,0,1
8,1,6,11.0,8,0,0
15,3,34,8.0,7,0,0
21,3,7,0.0,7,0,0
17,1,7,13.0,11,0,0
10,1,7,0.0,15,0,0
21,2,13,0.0,3,0,0
10,4,11,8.0,14,0,0
14,1,7,24.0,17,0,0
17,1,20,11.5,5,0,0
14,1,6,0.0,0,0,1
19,2,24,8.0,3,0,0
15,2,6,0.0,9,0,0
10,2,19,0.0,9,0,0
14,2,25,12.0,7,1,1
15,4,49,0.0,6,0,1
5,1,5,0.0,0,0,0
21,4,23,0.0,0,0,0
14,4,24,8.0,5,0,0
15,1,3,8.5,0,1,0
21,1,21,11.0,5,0,0
21,3,35,0.0,7,0,1
10,4,42,8.0,4,1,0
8,4,7,0.0,3,1,0
8,1,8,8.0,0,0,0
5,3,33,0.0,3,0,0
5,2,24,8.0,3,0,0
10,1,21,8.0,6,0,0
17,1,4,8.0,26,0,1
10,4,35,0.0,9,0,0
14,1,28,9.0,6,0,0
14,2,23,11.0,11,0,1
5,2,19,0.0,6,0,0
14,5,1,8.0,6,1,0
17,4,7,0.0,11,0,1
5,2,34,8.0,5,0,0
21,5,55,0.0,5,0,0
14,3,9,8.0,22,0,0
10,2,70,13.5,0,0,1
15,5,56,8.0,7,1,1
21,2,5,8.0,6,0,0
15,1,7,8.0,6,0,0
17,3,33,8.0,8,0,0
8,2,8,0.0,6,1,1
5,1,14,10.0,9,0,0
17,2,8,8.0,5,0,0
19,1,7,8.0,9,0,0
8,2,5,12.0,9,0,1
19,2,9,8.0,6,0,0
21,2,11,8.0,7,0,0
17,4,34,0.0,5,0,0
10,3,7,0.0,6,0,0
14,5,21,0.0,9,1,1
15,2,21,8.0,4,0,0
10,3,5,0.0,4,0,0
17,5,12,8.0,4,0,0
15,2,24,8.0,5,0,0
8,3,12,0.0,3,0,0
17,1,21,16.0,7,0,0
10,4,42,8.0,6,0,0
14,1,14,11.0,6,0,0
10,1,20,10.5,6,0,1
17,3,28,0.0,5,1,0
5,4,7,8.0,13,0,0
8,1,49,8.0,3,1,0
14,4,21,8.0,17,0,0
14,2,21,11.5,15,0,0
8,1,2,0.0,5,1,0
8,3,28,0.0,14,0,1
5,1,2,13.0,6,0,0
14,3,5,8.0,7,0,0
8,3,14,8.0,8,0,0
14,2,10,0.0,0,0,0
10,4,5,8.0,4,0,0
14,1,34,8.0,3,1,0
8,5,1,8.0,8,1,1
17,1,19,0.0,9,0,0
5,2,12,0.0,32,1,0
8,3,33,8.0,9,0,0
21,1,70,10.5,0,0,0
10,5,20,0.0,9,0,0
17,1,20,12.5,22,0,0
2,2,13,43.5,42,1,1
8,2,7,13.5,4,0,0
17,2,14,8.0,4,1,1
17,1,35,8.0,8,0,0
8,2,6,0.0,20,0,0
21,4,8,0.0,8,0,0
17,1,6,8.5,0,1,0
21,3,39,0.0,9,0,1
8,3,12,8.0,8,0,1
10,4,35,0.0,7,1,0
14,4,23,8.0,9,0,0
17,1,43,10.0,0,0,0
17,2,9,0.0,5,1,0
10,1,7,13.0,7,0,0
14,4,14,8.0,5,0,1
5,1,20,0.0,5,0,0
8,4,7,0.0,19,0,0
15,3,6,0.0,9,0,0
5,3,5,0.0,4,0,0
14,1,21,8.0,5,1,0
8,4,15,8.0,42,1,1
21,5,19,0.0,7,0,0
14,3,13,0.0,7,0,1
5,1,7,0.0,5,0,0
14,1,7,9.5,3,0,1
19,4,35,0.0,5,0,0
17,2,19,8.0,6,0,0
8,4,7,0.0,7,0,1
8,3,4,8.0,9,0,0
15,4,29,8.0,0,0,0
17,1,32,11.5,6,0,0
21,3,21,0.0,0,0,1
8,3,23,8.0,11,0,0
17,4,42,0.0,18,0,1
19,4,21,0.0,5,0,0
15,4,18,0.0,8,0,0
19,3,17,0.0,0,0,0
17,3,5,8.0,5,0,0
15,2,46,8.0,0,0,1
5,3,21,0.0,11,0,0
8,2,5,8.0,11,0,0
10,4,4,8.0,9,0,0
8,3,8,0.0,8,0,0
8,1,1,8.5,3,0,0
5,2,7,0.0,4,0,0
19,4,6,8.0,9,0,0
19,1,21,11.5,10,1,0
17,4,8,0.0,8,0,0
14,4,42,8.0,19,0,0
10,4,18,8.0,7,0,0
5,1,7,14.0,5,0,0
14,3,13,0.0,9,0,0
10,4,7,8.0,19,0,0
10,1,14,11.5,4,0,0
14,2,27,0.0,3,0,0
14,1,3,0.0,8,1,0
21,2,8,11.0,6,0,1
17,1,21,8.0,2,0,0
5,3,21,0.0,6,0,1
5,4,30,8.0,0,1,0
14,1,6,0.0,0,0,1
14,1,1,0.0,4,0,0
21,1,14,8.0,6,0,0
8,2,7,11.0,6,0,0
5,4,7,8.0,8,0,1
21,2,26,8.0,6,0,1
14,3,19,8.0,0,1,0
14,4,48,0.0,5,0,0
19,3,36,0.0,4,0,0
15,3,35,0.0,15,0,0
15,1,12,8.5,3,0,0
10,2,20,0.0,3,1,0
14,3,23,8.0,10,1,1
17,3,14,0.0,8,0,0
10,3,5,8.0,3,0,0
17,3,7,0.0,10,0,0
8,1,14,0.0,20,0,1
21,4,27,0.0,0,0,1
8,2,7,0.0,7,0,1
17,1,20,0.0,7,0,0
14,2,13,11.0,3,0,1
5,4,21,8.0,7,0,1
10,3,44,8.0,4,0,0
14,2,1,0.0,3,0,0
5,2,14,9.5,5,0,0
10,1,7,12.0,8,0,0
19,5,4,0.0,4,0,0
5,3,14,8.0,24,0,0
14,3,65,8.0,7,1,1
17,2,16,8.0,7,1,0
5,2,1,8.0,17,0,0
21,4,14,0.0,4,0,1
21,1,21,13.5,17,0,0
21,4,42,0.0,3,0,0
21,3,12,8.0,6,0,0
19,1,14,8.5,5,0,0
8,1,5,11.0,3,0,0
5,4,48,0.0,8,1,0
14,4,7,0.0,9,0,1
10,1,7,10.0,10,0,0
8,2,23,8.0,2,0,0
5,2,11,0.0,5,1,1
17,5,29,0.0,5,1,0
15,2,28,10.0,5,0,0
10,2,23,8.0,7,1,0
5,2,28,8.0,7,0,0
21,2,14,0.0,16,0,0
17,3,32,8.0,4,0,0
8,2,8,8.0,5,0,0
14,5,6,0.0,20,0,0
21,4,10,8.0,7,0,1
17,3,15,0.0,0,0,0
14,5,11,0.0,5,0,0
17,2,7,0.0,9,0,0
8,1,7,8.0,0,0,0
8,1,16,8.0,12,0,1
21,1,33,11.5,5,0,0
15,3,9,8.0,7,0,1
19,1,13,8.0,7,0,0
17,1,22,12.5,5,0,1
5,1,8,8.0,4,1,0
5,1,14,11.0,4,0,1
8,4,16,8.0,11,0,1
17,1,20,12.5,9,0,0
15,4,35,0.0,5,0,0
8,3,52,8.0,11,1,0
15,2,18,8.0,3,0,0
10,2,15,8.0,10,0,0
15,1,10,0.0,10,0,0
21,3,55,8.0,4,1,1
14,1,12,8.0,4,0,1
15,2,13,0.0,0,0,0
19,1,7,10.5,5,0,0
14,1,18,14.5,16,0,1
5,4,7,0.0,4,0,1
21,3,28,0.0,6,0,0
14,3,5,8.0,2,0,0
8,1,7,11.5,15,0,0
17,4,21,0.0,3,0,0
15,2,14,0.0,4,0,0
8,1,7,10.0,4,0,0
14,1,49,10.5,4,1,0
14,2,7,10.0,5,0,0
10,2,5,22.0,11,0,0
14,1,48,11.0,0,0,0
19,4,56,8.0,16,1,0
14,1,18,0.0,4,1,0
14,2,9,0.0,7,1,1
5,3,28,0.0,4,1,0
14,2,14,14.5,10,0,1
15,3,13,0.0,11,0,0
5,1,21,10.5,9,0,1
14,3,22,8.0,0,0,0
15,2,7,12.0,5,0,0
14,3,34,0.0,3,0,0
17,3,6,8.0,4,0,0
8,3,9,0.0,8,0,0
19,4,21,0.0,8,0,0
5,4,12,0.0,4,0,0
10,4,84,8.0,0,0,0
5,1,21,0.0,3,1,0
17,3,29,8.0,10,0,0
8,2,17,0.0,5,0,0
17,3,14,0.0,5,0,1
8,1,7,8.0,5,0,1
17,2,28,0.0,6,0,0
5,5,42,0.0,6,0,0
8,5,14,0.0,4,0,1
15,5,7,0.0,8,0,0
15,5,42,0.0,4,0,0
8,2,4,8.0,19,0,0
5,2,7,0.0,7,0,1
14,5,61,8.0,0,1,0
14,2,14,8.5,4,0,1
15,3,6,0.0,7,0,0
5,4,10,8.0,11,0,0
14,2,18,8.0,4,0,1
5,2,9,8.0,7,0,0
21,1,35,11.5,6,0,0
8,3,9,8.0,9,0,0
8,3,27,8.0,6,1,1
14,3,18,0.0,10,1,0
8,3,20,0.0,10,1,0
8,3,3,8.0,4,0,0
5,3,26,8.0,4,0,0
10,3,35,0.0,6,0,0
10,5,21,0.0,4,0,0
15,1,7,10.0,7,0,0
10,2,6,0.0,16,0,0
8,1,21,8.0,23,0,0
8,3,23,0.0,6,0,0
1,2,6,20.0,12,0,1
8,3,38,8.0,14,0,0
14,1,77,13.5,0,0,0
21,2,55,10.5,0,0,1
19,4,49,8.0,8,1,0
14,4,9,0.0,8,1,1
14,3,12,8.0,9,0,0
10,2,29,0.0,3,0,1
5,1,15,10.5,6,0,0
14,1,58,8.0,4,1,0
14,2,7,14.0,13,0,0
14,3,24,8.0,6,0,0
8,2,7,0.0,14,0,0
8,3,33,8.0,4,0,1
14,2,7,0.0,12,0,1
19,1,7,8.5,4,0,0
5,1,4,0.0,0,0,1
17,3,7,0.0,16,0,0
15,4,13,0.0,18,0,0
14,1,38,8.0,4,0,1
8,1,7,0.0,3,0,1
10,4,20,0.0,4,0,0
5,2,14,28.0,8,0,0
10,1,21,8.0,25,0,0
14,2,16,8.0,0,0,0
14,2,14,0.0,3,1,0
14,3,12,0.0,6,0,1
5,3,14,8.0,4,0,1
5,3,6,0.0,4,0,0
5,2,10,12.0,0,1,0
8,1,7,11.0,6,0,0
15,3,2,8.0,11,0,0
17,1,49,12.0,0,0,0
5,2,12,8.0,6,1,0
21,3,17,0.0,5,0,0
17,3,9,0.0,4,0,0
21,4,68,8.0,0,0,0
5,4,7,0.0,7,0,0
5,1,6,0.0,5,0,0
21,1,28,10.5,7,0,1
14,3,8,0.0,6,0,1
5,5,15,0.0,2,0,0
14,1,10,0.0,8,0,0
21,1,42,11.0,1,1,1
15,2,21,14.0,10,0,1
8,1,7,15.0,6,0,0
8,5,31,0.0,11,1,0
5,2,7,0.0,4,0,0
5,2,22,0.0,4,0,0
8,4,7,0.0,15,0,1
21,3,7,0.0,9,0,0
8,2,77,11.0,4,1,0
15,4,35,0.0,3,1,0
14,1,34,12.5,4,0,0
10,3,14,8.0,6,0,0
21,3,3,8.0,16,0,0
14,2,2,14.0,6,0,0
10,4,35,8.0,6,0,0
10,4,5,0.0,4,0,0
17,3,6,8.0,10,0,0
14,1,27,10.0,4,1,0
15,1,6,8.0,0,0,1
10,4,14,0.0,8,0,0
5,1,41,8.0,0,0,0
21,2,14,10.5,7,0,0
5,2,16,0.0,8,0,0
8,3,75,8.0,0,1,0
17,2,16,8.0,0,0,0
14,3,34,8.0,8,0,0
10,4,7,8.0,9,0,0
21,4,6,0.0,9,0,0
15,1,77,12.0,5,1,0
8,3,7,0.0,11,0,0
17,1,27,0.0,6,0,1
19,4,42,0.0,8,0,0
15,4,14,8.0,6,0,0
14,3,33,8.0,5,1,0
10,3,25,0.0,13,1,0
19,3,5,8.0,5,0,0
21,1,77,11.0,1,1,1
5,1,21,0.0,5,0,0
14,4,40,8.0,2,0,0
14,2,11,12.0,5,1,0
8,1,7,8.0,6,0,0
19,3,13,8.0,5,0,0
8,4,7,0.0,20,0,0
10,2,7,11.5,5,0,1
8,2,2,8.0,8,0,0
17,2,13,0.0,8,1,1
21,5,13,8.0,7,0,0
21,1,14,8.0,5,0,0
8,1,7,8.0,0,0,0
15,2,5,11.0,5,0,0
10,3,14,0.0,10,0,0
5,1,35,8.0,8,0,0
12,4,6,8.0,28,0,1
17,2,5,8.0,4,0,1
10,3,59,8.0,4,1,0
17,2,20,8.0,11,0,0
14,1,14,8.0,7,0,0
17,2,9,0.0,3,1,1
10,3,31,8.0,5,0,0
19,3,9,8.0,12,0,0
17,2,13,8.0,5,0,1
14,1,35,13.0,3,1,1
5,2,15,8.0,4,0,0
14,3,3,8.0,5,0,0
14,2,7,11.0,8,0,0
8,4,25,0.0,0,0,0
10,3,14,8.0,8,0,1
5,2,21,13.0,11,0,0
8,4,21,0.0,3,0,0
10,5,6,0.0,3,0,0
8,2,14,10.5,4,0,0
21,2,7,12.5,10,0,0
17,1,7,8.0,29,0,0
14,1,40,8.5,0,0,0
14,3,6,8.0,12,0,0
5,1,42,11.5,0,0,0
17,1,21,0.0,5,0,1
17,2,32,8.0,4,1,0
17,3,10,8.0,8,0,0
17,3,10,8.0,5,0,0
15,5,48,0.0,3,0,0
8,1,9,10.5,7,0,0
14,3,5,0.0,2,0,0
8,2,21,17.5,14,0,1
10,4,41,0.0,4,0,0
10,3,33,8.0,11,1,0
17,4,1,8.0,10,0,0
8,2,37,8.0,7,0,0
5,2,4,8.0,3,0,0
21,2,37,8.0,10,0,0
15,1,41,16.5,0,0,0
15,4,7,8.0,12,0,0
8,4,35,0.0,18,1,0
17,3,17,0.0,3,1,1
5,3,18,0.0,5,1,0
14,2,9,0.0,0,0,0
17,1,14,8.0,14,0,0
8,5,20,0.0,6,0,0
14,3,7,0.0,39,0,1
5,4,14,0.0,12,0,0
5,1,2,0.0,5,1,0
15,3,17,0.0,0,0,1
15,3,33,8.0,7,0,0
17,1,35,8.0,5,1,1
14,4,22,0.0,5,0,0
8,2,7,0.0,26,0,0
8,2,21,16.0,16,0,0
17,2,7,11.5,6,0,0
10,5,19,0.0,6,0,0
8,1,21,11.5,5,0,0
14,2,7,13.0,5,0,0
15,2,21,12.5,8,1,1
5,4,7,8.0,3,0,0
10,3,18,0.0,0,0,0
21,3,7,0.0,15,0,0
8,1,5,11.5,5,0,0
5,1,7,11.5,11,0,0
8,1,5,12.0,9,0,0
15,3,45,8.0,7,1,0
5,4,13,8.0,5,0,0
17,4,24,8.0,6,0,0
8,4,11,0.0,8,0,0
15,1,21,0.0,5,0,0
21,2,7,11.5,7,0,0
14,4,20,0.0,4,0,0
8,4,6,8.0,8,1,0
17,4,7,0.0,14,0,0
14,1,27,10.0,2,1,0
10,4,35,0.0,12,0,0
8,2,9,8.0,5,0,0
14,4,70,8.0,5,1,1
8,1,75,12.5,0,1,0
15,1,21,11.5,5,0,0
5,2,76,11.5,0,0,0
21,1,13,8.5,4,0,0
10,4,21,8.0,5,0,0
14,4,7,0.0,5,0,1
10,1,7,12.0,6,0,1
14,2,15,0.0,7,0,1
17,1,70,10.0,0,0,1
14,4,42,8.0,5,0,0
14,3,34,0.0,11,0,1
5,2,42,15.0,0,0,0
14,3,21,0.0,16,0,0
5,2,7,10.5,7,0,0
10,4,19,8.0,7,0,0
10,1,5,19.5,13,0,0
15,4,49,0.0,11,1,0
19,3,14,0.0,8,0,1
14,2,6,0.0,3,0,0
8,4,21,8.0,16,0,0
15,4,35,8.0,8,0,0
8,1,3,0.0,11,0,0
8,5,6,0.0,5,0,0
8,2,9,0.0,13,0,0
17,1,4,11.0,7,0,0
5,2,35,13.0,5,1,0
17,2,14,8.0,5,1,1
10,4,7,0.0,14,0,0
15,5,15,8.0,6,0,1
14,3,7,0.0,14,0,0
14,2,5,0.0,9,0,0
12,5,46,0.0,15,1,1
14,2,9,0.0,0,0,0
8,3,8,0.0,13,0,1
14,2,9,0.0,0,0,0
17,1,6,13.0,8,0,0
5,1,42,13.0,0,0,0
15,5,20,0.0,5,0,0
17,1,21,11.0,4,0,0
8,4,71,8.0,3,1,0
8,3,17,0.0,0,0,0
10,1,1,0.0,0,0,0
21,2,20,8.0,5,1,0
10,4,6,8.0,5,0,0
17,1,6,13.0,16,0,0
14,1,29,11.5,6,0,0
15,2,14,11.0,6,0,1
19,2,18,8.0,5,0,0
10,4,21,8.0,6,0,0
10,3,33,8.0,8,0,0
17,2,35,0.0,3,1,0
21,2,13,0.0,5,1,0
8,2,63,12.5,0,0,0
19,1,21,11.0,5,0,0
14,4,36,8.0,2,1,0
5,1,70,11.5,6,1,1
17,3,26,8.0,5,0,0
5,4,26,8.0,0,1,0
8,1,11,8.0,11,0,0
14,2,21,13.0,7,1,1
14,2,39,8.0,10,0,0
10,2,14,0.0,3,0,0
17,1,35,8.0,14,0,0
17,1,48,10.0,2,1,0
17,3,35,0.0,6,0,1
14,1,20,0.0,4,0,0
14,4,18,8.0,20,0,0
10,1,14,8.0,10,0,1
8,2,42,18.0,4,1,0
14,5,49,0.0,8,0,0
10,4,12,0.0,6,0,1
5,1,20,14.5,14,0,0
15,1,23,12.0,8,0,0
14,5,20,0.0,6,0,0
15,3,16,0.0,8,1,0
8,2,35,11.5,4,0,0
21,2,7,12.0,7,0,1
17,2,22,8.0,7,0,1
8,4,7,0.0,17,0,0
15,2,11,0.0,3,0,0
10,2,7,0.0,8,0,0
21,4,24,0.0,0,0,0
8,1,12,17.0,5,0,0
5,3,14,0.0,12,0,0
10,4,34,8.0,23,0,0
19,1,69,10.5,0,0,0
14,1,51,10.5,0,1,0
5,2,17,8.0,4,0,0
5,3,1,0.0,7,0,1
14,4,23,0.0,7,0,1
5,4,5,8.0,39,0,1
21,2,8,0.0,5,1,1
14,2,30,8.0,6,0,0
5,1,7,10.5,4,0,0
17,3,21,0.0,0,0,1
8,1,7,8.5,5,1,0
10,2,7,15.5,9,0,0
14,2,7,0.0,20,0,0
8,1,20,0.0,5,0,0
19,1,20,11.0,5,0,1
8,1,21,9.5,3,0,0
5,4,14,0.0,6,0,0
10,3,9,0.0,10,0,0
8,3,17,0.0,5,1,1
15,2,23,8.0,5,0,0
14,4,14,0.0,6,0,0
8,3,3,8.0,8,0,0
5,4,42,0.0,4,0,0
10,1,7,10.5,9,0,0
10,3,10,8.0,5,0,0
14,2,14,12.0,3,0,0
5,4,25,0.0,5,1,0
19,2,21,10.5,4,0,0
17,4,21,8.0,9,0,1
5,1,6,8.0,5,0,1
14,1,48,11.0,7,1,0
14,3,33,0.0,29,0,0
14,4,56,8.0,4,0,0
8,3,17,0.0,6,0,0
19,3,18,0.0,0,0,0
8,3,19,0.0,3,1,1
17,3,21,0.0,8,1,0
15,1,6,8.0,0,0,0
19,1,5,0.0,15,0,0
14,1,35,8.0,2,0,0
14,1,7,14.0,22,0,0
17,4,12,8.0,4,0,0
21,3,12,8.0,4,0,0
14,2,5,0.0,26,0,0
10,2,19,8.0,6,0,0
17,1,42,10.0,0,0,0
21,1,7,10.5,7,0,0
14,3,61,8.0,0,0,0
15,2,16,8.0,0,0,0
14,3,16,8.0,5,0,0
5,2,7,10.0,11,0,0
5,4,21,0.0,2,0,0
14,1,12,8.0,13,0,0
14,4,20,0.0,8,0,0
15,5,21,0.0,18,0,0
19,5,35,0.0,4,0,0
21,4,26,0.0,3,1,1
17,4,14,0.0,21,0,0
19,3,33,8.0,6,0,0
10,2,44,8.0,13,0,0
8,2,46,8.0,4,1,0
14,2,12,8.0,0,1,1
19,4,28,8.0,4,1,0
5,4,5,0.0,11,0,0
17,2,14,0.0,0,0,1
21,3,10,8.0,6,0,0
10,2,26,8.0,8,0,0
8,4,6,0.0,6,0,1
8,1,21,11.0,4,0,1
5,3,19,0.0,4,1,0
15,1,4,0.0,13,0,0
14,1,21,11.5,8,1,0
19,1,7,8.0,6,0,0
14,3,17,8.0,3,1,0
14,2,9,12.5,10,0,0
8,1,21,8.0,9,0,1
10,2,3,8.0,7,0,0
17,5,21,0.0,5,1,0
14,3,10,8.0,7,0,1
14,4,26,0.0,5,1,0
14,2,1,8.0,5,0,0
10,4,14,0.0,21,0,0
15,1,35,8.0,4,0,0
19,4,42,8.0,6,0,0
5,2,12,0.0,0,0,0
8,1,5,8.0,14,0,0
19,2,13,0.0,4,0,0
14,4,14,0.0,12,0,0
8,4,12,0.0,10,0,0
5,3,17,0.0,4,0,1
21,1,7,0.0,6,0,0
8,2,76,11.5,10,1,1
5,4,53,0.0,13,0,0
21,3,19,0.0,4,1,0
14,3,19,0.0,3,0,1
14,1,61,10.0,0,0,1
10,2,5,0.0,12,0,0
19,1,7,12.5,15,0,0
5,2,8,8.0,21,0,0
14,3,7,0.0,5,1,0
14,2,18,8.0,6,0,0
14,1,21,8.0,38,0,0
17,4,24,0.0,4,1,1
21,1,48,8.0,7,1,0
17,1,2,0.0,0,0,0
14,4,63,8.0,5,1,0
21,4,4,8.0,5,0,0
5,1,14,0.0,8,0,0
14,2,16,8.0,10,1,1
17,1,70,9.5,0,0,0
10,4,56,8.0,6,1,1
8,4,49,8.0,14,1,0
14,1,4,0.0,3,1,1
17,1,6,8.0,7,0,0
14,2,21,12.0,4,0,1
15,1,35,16.5,13,0,0
21,2,6,8.5,9,0,0
14,3,49,8.0,5,1,0
10,4,20,0.0,4,0,1
14,2,7,10.0,6,0,0
19,1,20,12.5,8,0,0
15,4,6,8.0,6,0,0
14,4,17,0.0,12,1,1
17,4,7,8.0,3,0,0
15,1,5,0.0,17,1,0
14,2,8,11.5,4,0,1
10,3,21,0.0,4,0,0
14,1,3,0.0,6,0,0
14,2,21,8.0,5,0,0
14,1,49,11.0,0,0,0
14,1,14,0.0,18,0,0
8,4,21,8.0,10,0,0
5,3,47,8.0,7,0,0
19,1,14,0.0,2,0,0
10,2,7,10.5,4,0,0
19,5,11,0.0,7,0,0
14,2,7,14.0,9,0,0
14,2,21,10.5,4,0,0
5,2,10,8.0,10,0,0
17,1,6,0.0,15,0,0
17,4,35,8.0,9,0,0
1,3,32,8.0,13,0,0
15,5,29,0.0,4,1,0
14,4,5,0.0,7,0,0
14,5,1,8.0,1,1,0
14,4,11,0.0,11,0,0
14,4,21,0.0,12,0,0
8,1,7,8.0,13,0,1
5,1,8,11.5,4,0,0
14,4,34,0.0,10,0,0
5,3,37,8.0,6,0,0
17,4,6,8.0,5,0,0
14,1,12,8.0,4,0,0
5,4,11,0.0,8,0,0
14,2,4,8.0,5,0,0
19,3,21,0.0,0,0,0
10,3,21,0.0,7,0,0
5,3,21,8.0,2,1,0
15,2,7,0.0,4,0,1
17,2,21,0.0,5,0,0
5,1,21,11.0,13,0,0
15,3,18,0.0,1,1,0
19,2,28,13.0,17,1,0
8,3,16,0.0,9,1,1
5,2,7,10.0,5,0,0
14,4,20,8.0,5,0,1
14,3,10,8.0,9,0,0
19,3,16,0.0,7,1,1
14,5,14,0.0,4,0,0
17,1,41,8.0,0,0,0
19,2,12,0.0,0,0,0
14,3,13,8.0,7,0,1
14,3,7,0.0,13,0,0
17,4,42,8.0,3,0,0
15,1,21,8.5,6,0,0
21,4,84,8.0,0,0,0
15,4,5,8.0,11,0,0
19,4,57,8.0,9,0,0
17,2,1,8.0,15,0,0
19,4,18,0.0,4,0,0
14,2,7,8.0,7,1,0
8,4,5,8.0,7,0,0
8,5,21,0.0,9,0,0
8,1,15,0.0,6,0,1
14,1,21,0.0,4,0,1
14,1,36,16.0,11,1,1
15,3,28,0.0,3,0,0
10,1,14,8.0,9,0,0
10,1,20,0.0,8,0,0
14,2,21,8.0,3,0,1
21,4,35,8.0,3,0,1
21,2,7,18.0,8,0,0
8,4,77,8.0,10,1,1
8,2,35,0.0,10,0,1
14,1,3,8.5,3,0,0
10,1,7,0.0,6,0,1
5,2,7,12.5,9,0,0
10,1,8,8.0,0,1,1
5,2,28,8.5,6,0,0
14,2,42,8.0,9,0,1
